org/argouml/ocl/OCLUtil.java;true;$true;$true;1;119
org/argouml/ocl/ArgoFacade.java;true;$true;$true;1;456
org/argouml/ocl/ArgoFacade.java;true;LOGGING;LOGGING;30;32
org/argouml/ocl/ArgoFacade.java;true;LOGGING;LOGGING;99;104
org/argouml/ocl/ArgoFacade.java;true;LOGGING;LOGGING;299;305
org/argouml/ocl/ArgoFacade.java;true;LOGGING;LOGGING;309;313
org/argouml/ocl/ArgoFacade.java;true;LOGGING;LOGGING;371;376
org/argouml/ocl/ArgoFacade.java;true;LOGGING;LOGGING;427;435
org/argouml/ocl/OCLEvaluator.java;true;$true;$true;1;131
org/argouml/ocl/CriticOclEvaluator.java;true;$true;$true;1;87
org/argouml/ocl/OCLExpander.java;true;$true;$true;1;50
org/argouml/application/Main.java;true;$true;$true;1;1092
org/argouml/application/Main.java;true;LOGGING;LOGGING;48;52
org/argouml/application/Main.java;true;COGNITIVE;COGNITIVE;58;64
org/argouml/application/Main.java;true;ACTIVITYDIAGRAM;ACTIVITYDIAGRAM;84;86
org/argouml/application/Main.java;true;COLLABORATIONDIAGRAM;COLLABORATIONDIAGRAM;88;90
org/argouml/application/Main.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;92;94
org/argouml/application/Main.java;true;SEQUENCEDIAGRAM;SEQUENCEDIAGRAM;96;98
org/argouml/application/Main.java;true;STATEDIAGRAM;STATEDIAGRAM;100;102
org/argouml/application/Main.java;true;USECASEDIAGRAM;USECASEDIAGRAM;106;108
org/argouml/application/Main.java;true;LOGGING;LOGGING;129;138
org/argouml/application/Main.java;true;LOGGING;LOGGING;166;169
org/argouml/application/Main.java;true;COGNITIVE;COGNITIVE;244;248
org/argouml/application/Main.java;true;LOGGING;LOGGING;257;265
org/argouml/application/Main.java;true;LOGGING;LOGGING;274;279
org/argouml/application/Main.java;true;LOGGING;LOGGING;285;286
org/argouml/application/Main.java;true;LOGGING;LOGGING;307;309
org/argouml/application/Main.java;true;COGNITIVE;COGNITIVE;322;335
org/argouml/application/Main.java;true;ACTIVITYDIAGRAM;ACTIVITYDIAGRAM;451;453
org/argouml/application/Main.java;true;COLLABORATIONDIAGRAM;COLLABORATIONDIAGRAM;455;457
org/argouml/application/Main.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;459;461
org/argouml/application/Main.java;true;SEQUENCEDIAGRAM;SEQUENCEDIAGRAM;463;465
org/argouml/application/Main.java;true;STATEDIAGRAM;STATEDIAGRAM;467;469
org/argouml/application/Main.java;true;USECASEDIAGRAM;USECASEDIAGRAM;472;474
org/argouml/application/Main.java;true;COGNITIVE;COGNITIVE;477;480
org/argouml/application/Main.java;true;LOGGING;LOGGING;507;510
org/argouml/application/Main.java;true;COGNITIVE;COGNITIVE;526;529
org/argouml/application/Main.java;true;COGNITIVE;COGNITIVE;566;569
org/argouml/application/Main.java;true;LOGGING;LOGGING;582;586
org/argouml/application/Main.java;true;LOGGING;LOGGING;590;596
org/argouml/application/Main.java;true;LOGGING;LOGGING;637;639
org/argouml/application/Main.java;true;LOGGING;LOGGING;847;892
org/argouml/application/Main.java;true;COGNITIVE;COGNITIVE;928;930
org/argouml/application/Main.java;true;~COGNITIVE;~COGNITIVE;931;932
org/argouml/application/Main.java;true;LOGGING;LOGGING;998;1003
org/argouml/application/Main.java;true;LOGGING;LOGGING;1027;1029
org/argouml/application/Main.java;true;LOGGING;LOGGING;1037;1039
org/argouml/application/Main.java;true;LOGGING;LOGGING;1050;1055
org/argouml/application/Main.java;true;LOGGING;LOGGING;1072;1074
org/argouml/application/Main.java;true;LOGGING;LOGGING;1085;1088
org/argouml/application/ArgoVersion.java;true;$true;$true;1;61
org/argouml/application/events/ArgoEvent.java;true;$true;$true;1;87
org/argouml/application/events/ArgoProfileEventListener.java;true;$true;$true;1;47
org/argouml/application/events/ArgoProfileEvent.java;true;$true;$true;1;49
org/argouml/application/events/ArgoGeneratorEventListener.java;true;$true;$true;1;56
org/argouml/application/events/ArgoHelpEventListener.java;true;$true;$true;1;51
org/argouml/application/events/ArgoNotationEventListener.java;true;$true;$true;1;70
org/argouml/application/events/ArgoHelpEvent.java;true;$true;$true;1;64
org/argouml/application/events/ArgoDiagramAppearanceEvent.java;true;$true;$true;1;51
org/argouml/application/events/ArgoDiagramAppearanceEventListener.java;true;$true;$true;1;43
org/argouml/application/events/ArgoEventTypes.java;true;$true;$true;1;228
org/argouml/application/events/ArgoGeneratorEvent.java;true;$true;$true;1;48
org/argouml/application/events/ArgoEventPump.java;true;$true;$true;1;547
org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;32;34
org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;47;52
org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;212;215
org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;251;254
org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;279;282
org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;320;323
org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;348;351
org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;380;383
org/argouml/application/events/ArgoStatusEventListener.java;true;$true;$true;1;76
org/argouml/application/events/ArgoNotationEvent.java;true;$true;$true;1;48
org/argouml/application/events/ArgoStatusEvent.java;true;$true;$true;1;65
org/argouml/application/StartCritics.java;true;COGNITIVE;COGNITIVE;1;103
org/argouml/application/StartCritics.java;true;LOGGING;COGNITIVE && LOGGING;30;33
org/argouml/application/StartCritics.java;true;LOGGING;COGNITIVE && LOGGING;51;57
org/argouml/application/StartCritics.java;true;LOGGING;COGNITIVE && LOGGING;77;80
org/argouml/application/SubsystemUtility.java;true;$true;$true;1;63
org/argouml/application/api/GUISettingsTabInterface.java;true;$true;$true;1;89
org/argouml/application/api/CommandLineInterface.java;true;$true;$true;1;47
org/argouml/application/api/Predicate.java;true;$true;$true;1;35
org/argouml/application/api/AbstractArgoJPanel.java;true;$true;$true;1;251
org/argouml/application/api/AbstractArgoJPanel.java;true;LOGGING;LOGGING;36;38
org/argouml/application/api/AbstractArgoJPanel.java;true;LOGGING;LOGGING;70;76
org/argouml/application/api/AbstractArgoJPanel.java;true;LOGGING;LOGGING;142;144
org/argouml/application/api/InitSubsystem.java;true;$true;$true;1;73
org/argouml/application/api/ArgoEventListener.java;true;$true;$true;1;37
org/argouml/application/api/Argo.java;true;$true;$true;1;417
org/argouml/application/api/Argo.java;true;LOGGING;LOGGING;26;29
org/argouml/application/api/Argo.java;true;LOGGING;LOGGING;291;296
org/argouml/application/api/Argo.java;true;LOGGING;LOGGING;399;406
org/argouml/application/helpers/ResourceLoaderWrapper.java;true;$true;$true;1;489
org/argouml/application/helpers/ResourceLoaderWrapper.java;true;LOGGING;LOGGING;36;38
org/argouml/application/helpers/ResourceLoaderWrapper.java;true;LOGGING;LOGGING;56;62
org/argouml/application/helpers/ResourceLoaderWrapper.java;true;LOGGING;LOGGING;299;304
org/argouml/application/helpers/ResourceLoaderWrapper.java;true;~LOGGING;~LOGGING;305;306
org/argouml/application/helpers/ResourceLoaderWrapper.java;true;LOGGING;LOGGING;316;318
org/argouml/application/helpers/ApplicationVersion.java;true;$true;$true;1;107
org/argouml/application/helpers/ApplicationVersion.java;true;COGNITIVE;COGNITIVE;49;69
org/argouml/application/helpers/ResourceLoader.java;true;$true;$true;1;241
org/argouml/application/security/ArgoAwtExceptionHandler.java;true;$true;$true;1;59
org/argouml/util/FileFilters.java;true;$true;$true;1;147
org/argouml/util/FileFilters.java;true;LOGGING;LOGGING;79;85
org/argouml/util/ArgoDialog.java;true;$true;$true;1;115
org/argouml/util/UIUtils.java;true;$true;$true;1;67
org/argouml/util/JavaRuntimeUtility.java;true;$true;$true;1;67
org/argouml/util/logging/AwtExceptionHandler.java;true;$true;$true;1;65
org/argouml/util/logging/AwtExceptionHandler.java;true;LOGGING;LOGGING;27;29
org/argouml/util/logging/AwtExceptionHandler.java;true;LOGGING;LOGGING;36;39
org/argouml/util/logging/AwtExceptionHandler.java;true;LOGGING;LOGGING;46;53
